INFO:root:Epoch: 0, batch #: 0, loss: 0.25809
INFO:root:Epoch: 0, batch #: 8, loss: 0.25071
INFO:root:Epoch: 2, batch #: 0, loss: 0.25005
INFO:root:Epoch: 2, batch #: 8, loss: 0.25015
INFO:root:Epoch: 4, batch #: 0, loss: 0.24942
INFO:root:Epoch: 4, batch #: 8, loss: 0.24937
INFO:root:Epoch: 6, batch #: 0, loss: 0.24969
INFO:root:Epoch: 6, batch #: 8, loss: 0.25065
INFO:root:Epoch: 8, batch #: 0, loss: 0.24984
INFO:root:Epoch: 8, batch #: 8, loss: 0.24984
INFO:root:Epoch: 10, batch #: 0, loss: 0.24940
INFO:root:Epoch: 10, batch #: 8, loss: 0.24910
INFO:root:Epoch: 12, batch #: 0, loss: 0.24905
INFO:root:Epoch: 12, batch #: 8, loss: 0.24916
INFO:root:Epoch: 14, batch #: 0, loss: 0.25033
INFO:root:Epoch: 14, batch #: 8, loss: 0.25179
INFO:root:Epoch: 16, batch #: 0, loss: 0.24926
INFO:root:Epoch: 16, batch #: 8, loss: 0.24981
INFO:root:Epoch: 18, batch #: 0, loss: 0.25035
INFO:root:Epoch: 18, batch #: 8, loss: 0.25005
INFO:root:Epoch: 20, batch #: 0, loss: 0.25122
INFO:root:Epoch: 20, batch #: 8, loss: 0.25108
INFO:root:Epoch: 22, batch #: 0, loss: 0.25125
INFO:root:Epoch: 22, batch #: 8, loss: 0.24935
INFO:root:Epoch: 24, batch #: 0, loss: 0.25123
INFO:root:Epoch: 24, batch #: 8, loss: 0.24980
INFO:root:Epoch: 26, batch #: 0, loss: 0.24950
INFO:root:Epoch: 26, batch #: 8, loss: 0.24923
INFO:root:Epoch: 28, batch #: 0, loss: 0.25063
INFO:root:Epoch: 28, batch #: 8, loss: 0.24979
INFO:root:Epoch: 30, batch #: 0, loss: 0.24955
INFO:root:Epoch: 30, batch #: 8, loss: 0.25108
INFO:root:Epoch: 32, batch #: 0, loss: 0.25007
INFO:root:Epoch: 32, batch #: 8, loss: 0.24954
INFO:root:Epoch: 34, batch #: 0, loss: 0.24855
INFO:root:Epoch: 34, batch #: 8, loss: 0.24932
INFO:root:Epoch: 36, batch #: 0, loss: 0.24807
INFO:root:Epoch: 36, batch #: 8, loss: 0.25094
INFO:root:Epoch: 38, batch #: 0, loss: 0.24982
INFO:root:Epoch: 38, batch #: 8, loss: 0.24983
INFO:root:Epoch: 40, batch #: 0, loss: 0.25034
INFO:root:Epoch: 40, batch #: 8, loss: 0.24927
INFO:root:Epoch: 42, batch #: 0, loss: 0.25036
INFO:root:Epoch: 42, batch #: 8, loss: 0.24980
INFO:root:Epoch: 44, batch #: 0, loss: 0.25064
INFO:root:Epoch: 44, batch #: 8, loss: 0.24981
INFO:root:Epoch: 46, batch #: 0, loss: 0.24951
INFO:root:Epoch: 46, batch #: 8, loss: 0.25033
INFO:root:Epoch: 48, batch #: 0, loss: 0.25037
INFO:root:Epoch: 48, batch #: 8, loss: 0.24870
INFO:root:Epoch: 50, batch #: 0, loss: 0.24980
INFO:root:Epoch: 50, batch #: 8, loss: 0.25007
INFO:root:Epoch: 52, batch #: 0, loss: 0.25035
INFO:root:Epoch: 52, batch #: 8, loss: 0.24906
INFO:root:Epoch: 54, batch #: 0, loss: 0.24925
INFO:root:Epoch: 54, batch #: 8, loss: 0.25032
INFO:root:Epoch: 56, batch #: 0, loss: 0.25089
INFO:root:Epoch: 56, batch #: 8, loss: 0.24880
INFO:root:Epoch: 58, batch #: 0, loss: 0.24872
INFO:root:Epoch: 58, batch #: 8, loss: 0.25095
INFO:root:Epoch: 60, batch #: 0, loss: 0.24874
INFO:root:Epoch: 60, batch #: 8, loss: 0.24887
INFO:root:Epoch: 62, batch #: 0, loss: 0.24847
INFO:root:Epoch: 62, batch #: 8, loss: 0.24768
INFO:root:Epoch: 64, batch #: 0, loss: 0.25061
INFO:root:Epoch: 64, batch #: 8, loss: 0.24954
INFO:root:Epoch: 66, batch #: 0, loss: 0.25088
INFO:root:Epoch: 66, batch #: 8, loss: 0.24980
INFO:root:Epoch: 68, batch #: 0, loss: 0.25034
INFO:root:Epoch: 68, batch #: 8, loss: 0.24871
INFO:root:Epoch: 70, batch #: 0, loss: 0.24954
INFO:root:Epoch: 70, batch #: 8, loss: 0.24828
INFO:root:Epoch: 72, batch #: 0, loss: 0.25033
INFO:root:Epoch: 72, batch #: 8, loss: 0.25036
INFO:root:Epoch: 74, batch #: 0, loss: 0.24877
INFO:root:Epoch: 74, batch #: 8, loss: 0.24863
INFO:root:Epoch: 76, batch #: 0, loss: 0.25106
INFO:root:Epoch: 76, batch #: 8, loss: 0.25091
INFO:root:Epoch: 78, batch #: 0, loss: 0.25031
INFO:root:Epoch: 78, batch #: 8, loss: 0.25029
INFO:root:Epoch: 80, batch #: 0, loss: 0.24904
INFO:root:Epoch: 80, batch #: 8, loss: 0.25093
INFO:root:Epoch: 82, batch #: 0, loss: 0.25083
INFO:root:Epoch: 82, batch #: 8, loss: 0.25006
INFO:root:Epoch: 84, batch #: 0, loss: 0.24798
INFO:root:Epoch: 84, batch #: 8, loss: 0.24932
INFO:root:Epoch: 86, batch #: 0, loss: 0.25081
INFO:root:Epoch: 86, batch #: 8, loss: 0.24981
INFO:root:Epoch: 88, batch #: 0, loss: 0.24932
INFO:root:Epoch: 88, batch #: 8, loss: 0.25063
INFO:root:Epoch: 90, batch #: 0, loss: 0.24931
INFO:root:Epoch: 90, batch #: 8, loss: 0.25006
INFO:root:Epoch: 92, batch #: 0, loss: 0.24879
INFO:root:Epoch: 92, batch #: 8, loss: 0.24954
INFO:root:Epoch: 94, batch #: 0, loss: 0.25056
INFO:root:Epoch: 94, batch #: 8, loss: 0.24917
INFO:root:Epoch: 96, batch #: 0, loss: 0.24981
INFO:root:Epoch: 96, batch #: 8, loss: 0.25061
