Team1,Team2,Eff1,Eff2,Off1,Off2,Def1,Def2,SOS_Eff1,SOS_Eff2,SOS_Off1,SOS_Off2,SOS_Def1,SOS_Def2,BPI_Off1,BPI_Off2,BPI_Def1,BPI_Def2,BPI1,BPI2,Elo1,Elo2,Score1,Score2,Eff_Diff,Score_Diff,Winner
Oregon,Holy Cross,22.68,-11.39,119.1,97.1,96.4,108.5,9.06,-6.09,109,101.9,100,108,8.3,-8.2,4.7,0.4,13,-7.7,1715.401841,1444.880662,91,52,34.07,39,0
Cal St. Bakersfield,Oklahoma,6.26,23.78,104,117.9,97.8,94.1,-6.5,13.05,100.6,111.5,107.1,98.5,-1.5,10.1,3.8,4.8,2.2,14.9,1606.403477,1714.668943,68,82,-17.52,-14,1
Texas A&M,Green Bay,21.26,3.74,113.8,108.3,92.5,104.6,8.48,0.11,109.6,104.4,101.1,104.3,5.5,7.9,7.5,-6.6,13,1.3,1687.596522,1568.809302,92,65,17.52,27,0
UNC Wilmington,Duke,9.21,21.87,110.7,121.9,101.5,100,0.85,11.23,105.7,112,104.9,100.7,4.6,12.1,-0.4,3.5,4.3,15.6,1627.021581,1671.68821,85,93,-12.66,-8,1
Baylor,Yale,19.06,14.33,118.9,110.4,99.8,96,11.21,-0.85,109.7,105.5,98.4,106.4,7.5,2.4,4.3,8.1,11.8,10.5,1644.319357,1638.000435,75,79,4.73,-4,1
Northern Iowa,Texas,11.13,16.19,109.6,113,98.5,96.8,4.8,12.54,106.1,111.5,101.3,99,-1.5,2.7,7.5,7,6,9.6,1582.485963,1591.178822,75,72,-5.06,3,0
Oregon St.,VCU,11.65,17.07,110.7,112.1,99.1,95,9.61,3.82,109.8,107.3,100.2,103.5,1.8,5.6,5,5,6.8,10.6,1603.855461,1628.66351,67,75,-5.42,-8,1
Cincinnati,Saint Joseph's,17.06,15.37,111.2,114.3,94.1,98.9,5.2,4.66,107.3,107,102.1,102.3,3.3,6.5,9.6,2.2,13,8.7,1624.716911,1693.903729,76,78,1.69,-2,1
North Carolina,Florida Gulf Coast,29.82,-0.08,124.4,103.6,94.6,103.7,11.45,-5.83,111.7,104.1,100.2,110,13.8,-1,4.8,0,18.7,-1,1720.563026,1549.213473,83,67,29.9,16,0
Weber St.,Xavier,2.45,22.52,103.4,117.1,100.9,94.6,-5.67,8.16,103.3,108.2,109,100,0.1,10.1,2.7,4,2.8,14.1,1615.46608,1729.099747,53,71,-20.07,-18,1
Stephen F. Austin,West Virginia,15.62,24.45,112.2,115.3,96.6,90.9,-5.88,11.24,102.7,110.9,108.6,99.6,3.1,8.9,6.5,7.7,9.5,16.5,1654.320155,1687.747198,70,56,-8.83,14,0
Kentucky,Stony Brook,25.14,8.13,121.8,107.3,96.6,99.1,8.37,-5.6,108.6,103.3,100.3,108.9,9.8,1.5,6.4,6.6,16.2,8.1,1681.249911,1659.921256,85,57,17.01,28,0
Indiana,Chattanooga,23.05,6.5,121.7,107.5,98.7,101,6.4,-3.18,108.8,104.4,102.4,107.6,11.5,0.6,4.3,3.6,15.8,4.2,1664.078434,1700.817545,99,74,16.55,25,0
Notre Dame,Michigan,16.6,14.15,120.6,114.6,104,100.5,10.75,8.96,111.3,110.1,100.5,101.1,6.6,4.1,4.4,6.3,11,10.4,1631.590901,1620.220792,70,63,2.45,7,0
Pittsburgh,Wisconsin,16.6,16.55,114.9,110.1,98.3,93.6,9.06,9.57,110.8,110.3,101.7,100.7,5.2,-0.6,7.1,10.3,12.3,9.8,1640.934512,1588.104495,43,47,0.05,-4,1
Providence,USC,14.49,14.25,110,113.9,95.5,99.7,8.93,7.61,109.5,108.7,100.6,101.1,3.8,7.7,3.6,-0.4,7.4,7.3,1658.34972,1625.385465,70,69,0.24,1,0
Hampton,Virginia,-7.4,29.64,99.8,120.6,107.2,91,-9.75,12.67,98.9,112.1,108.7,99.5,-1.2,3.4,-4.5,15.2,-5.7,18.6,1559.987053,1704.030434,45,81,-37.04,-36,1
Middle Tennessee,Michigan St.,4.76,27.97,104.6,123.4,99.9,95.5,-0.58,7.19,105.5,107.5,106.1,100.3,-2.1,10.5,3.4,8.1,1.3,18.6,1635.039706,1722.360065,90,81,-23.21,9,0
Utah,Fresno St.,16.79,6.63,115.6,107.4,98.8,100.8,9.79,1.65,109.8,105.3,100,103.7,6.3,1.7,3.9,0.8,10.1,2.5,1682.597485,1626.253265,80,69,10.16,11,0
Iona,Iowa St.,7.13,20.95,110.5,121.2,103.4,100.3,-1.78,12.05,103.7,110.2,105.5,98.1,6.9,12.3,-2.7,0.5,4.2,12.8,1568.592282,1656.006033,81,94,-13.82,-13,1
Arkansas Little Rock,Purdue,13.24,23.85,109.2,116.9,96,93.1,-0.77,7.43,104.2,109.1,104.9,101.7,-1.6,7.7,9.7,8.2,8.1,15.9,1724.081387,1683.653943,85,83,-10.61,2,0
Gonzaga,Seton Hall,20.82,18.27,116.3,111.1,95.5,92.9,3.51,8.55,107.3,108.5,103.8,100,6.4,4.7,6.1,6.2,12.5,11,1667.801415,1645.926514,68,52,2.55,16,0
Syracuse,Dayton,18.57,12.63,112.7,106.6,94.1,94,10.21,3.89,110.9,107.3,100.7,103.4,1.5,1.6,9.5,7.4,11,9,1612.645235,1690.853768,70,51,5.94,19,0
Butler,Texas Tech,17.27,13.78,118,113.2,100.7,99.4,8.1,10.66,108.5,110.4,100.4,99.7,8.6,2.8,3.5,5.1,12.1,7.9,1621.894036,1611.981551,71,61,3.49,10,0
Connecticut,Kansas,18.71,29.67,111.9,120,93.2,90.4,6.17,12.61,107.6,111.4,101.4,98.8,4.4,11.8,9.1,6.6,13.5,18.5,1629.231679,1740.33807,61,73,-10.96,-12,1
Iowa,Villanova,20.24,32.01,116.1,122.8,95.9,90.8,9.12,10.74,110.2,110.5,101.1,99.7,7.4,8.9,5.5,11,12.9,19.9,1645.205024,1759.126878,68,87,-11.77,-19,1
Miami FL,Wichita St.,22.44,22.53,119.4,111.3,96.9,88.7,11.67,3.61,111.6,104.8,99.9,101.2,6.7,3.3,6.8,11.1,13.5,14.4,1698.486055,1630.600437,65,57,-0.09,8,0
Maryland,Hawaii,20.25,12.16,116.2,108.2,95.9,96.1,8.6,-2.32,109.2,102.5,100.6,104.9,6.3,2.3,7,0.5,13.3,2.9,1701.2973,1696.640365,73,60,8.09,13,0
Oregon,Saint Joseph's,22.68,15.37,119.1,114.3,96.4,98.9,9.06,4.66,109,107,100,102.3,8.3,6.5,4.7,2.2,13,8.7,1715.401841,1693.903729,69,64,7.31,5,0
VCU,Oklahoma,17.07,23.78,112.1,117.9,95,94.1,3.82,13.05,107.3,111.5,103.5,98.5,5.6,10.1,5,4.8,10.6,14.9,1628.66351,1714.668943,81,85,-6.71,-4,1
Texas A&M,Northern Iowa,21.26,11.13,113.8,109.6,92.5,98.5,8.48,4.8,109.6,106.1,101.1,101.3,5.5,-1.5,7.5,7.5,13,6,1687.596522,1582.485963,92,88,10.13,4,0
Yale,Duke,14.33,21.87,110.4,121.9,96,100,-0.85,11.23,105.5,112,106.4,100.7,2.4,12.1,8.1,3.5,10.5,15.6,1638.000435,1671.68821,64,71,-7.54,-7,1
North Carolina,Providence,29.82,14.49,124.4,110,94.6,95.5,11.45,8.93,111.7,109.5,100.2,100.6,13.8,3.8,4.8,3.6,18.7,7.4,1720.563026,1658.34972,85,66,15.33,19,0
Wisconsin,Xavier,16.55,22.52,110.1,117.1,93.6,94.6,9.57,8.16,110.3,108.2,100.7,100,-0.6,10.1,10.3,4,9.8,14.1,1588.104495,1729.099747,66,63,-5.97,3,0
Notre Dame,Stephen F. Austin,16.6,15.62,120.6,112.2,104,96.6,10.75,-5.88,111.3,102.7,100.5,108.6,6.6,3.1,4.4,6.5,11,9.5,1631.590901,1654.320155,76,75,0.98,1,0
Indiana,Kentucky,23.05,25.14,121.7,121.8,98.7,96.6,6.4,8.37,108.8,108.6,102.4,100.3,11.5,9.8,4.3,6.4,15.8,16.2,1664.078434,1681.249911,73,67,-2.09,6,0
Butler,Virginia,17.27,29.64,118,120.6,100.7,91,8.1,12.67,108.5,112.1,100.4,99.5,8.6,3.4,3.5,15.2,12.1,18.6,1621.894036,1704.030434,69,77,-12.37,-8,1
Middle Tennessee,Syracuse,4.76,18.57,104.6,112.7,99.9,94.1,-0.58,10.21,105.5,110.9,106.1,100.7,-2.1,1.5,3.4,9.5,1.3,11,1635.039706,1612.645235,50,75,-13.81,-25,1
Gonzaga,Utah,20.82,16.79,116.3,115.6,95.5,98.8,3.51,9.79,107.3,109.8,103.8,100,6.4,6.3,6.1,3.9,12.5,10.1,1667.801415,1682.597485,82,59,4.03,23,0
Iowa St.,Arkansas Little Rock,20.95,13.24,121.2,109.2,100.3,96,12.05,-0.77,110.2,104.2,98.1,104.9,12.3,-1.6,0.5,9.7,12.8,8.1,1656.006033,1724.081387,78,61,7.71,17,0
Maryland,Kansas,20.25,29.67,116.2,120,95.9,90.4,8.6,12.61,109.2,111.4,100.6,98.8,6.3,11.8,7,6.6,13.3,18.5,1701.2973,1740.33807,63,79,-9.42,-16,1
Miami FL,Villanova,22.44,32.01,119.4,122.8,96.9,90.8,11.67,10.74,111.6,110.5,99.9,99.7,6.7,8.9,6.8,11,13.5,19.9,1698.486055,1759.126878,69,92,-9.57,-23,1
Oregon,Duke,22.68,21.87,119.1,121.9,96.4,100,9.06,11.23,109,112,100,100.7,8.3,12.1,4.7,3.5,13,15.6,1715.401841,1671.68821,82,68,0.81,14,0
Oklahoma,Texas A&M,23.78,21.26,117.9,113.8,94.1,92.5,13.05,8.48,111.5,109.6,98.5,101.1,10.1,5.5,4.8,7.5,14.9,13,1714.668943,1687.596522,77,63,2.52,14,0
Indiana,North Carolina,23.05,29.82,121.7,124.4,98.7,94.6,6.4,11.45,108.8,111.7,102.4,100.2,11.5,13.8,4.3,4.8,15.8,18.7,1664.078434,1720.563026,86,101,-6.77,-15,1
Wisconsin,Notre Dame,16.55,16.6,110.1,120.6,93.6,104,9.57,10.75,110.3,111.3,100.7,100.5,-0.6,6.6,10.3,4.4,9.8,11,1588.104495,1631.590901,56,61,-0.05,-5,1
Iowa St.,Virginia,20.95,29.64,121.2,120.6,100.3,91,12.05,12.67,110.2,112.1,98.1,99.5,12.3,3.4,0.5,15.2,12.8,18.6,1656.006033,1704.030434,71,84,-8.69,-13,1
Syracuse,Gonzaga,18.57,20.82,112.7,116.3,94.1,95.5,10.21,3.51,110.9,107.3,100.7,103.8,1.5,6.4,9.5,6.1,11,12.5,1612.645235,1667.801415,63,60,-2.25,3,0
Villanova,Kansas,32.01,29.67,122.8,120,90.8,90.4,10.74,12.61,110.5,111.4,99.7,98.8,8.9,11.8,11,6.6,19.9,18.5,1759.126878,1740.33807,64,59,2.34,5,0
Oklahoma,Oregon,23.78,22.68,117.9,119.1,94.1,96.4,13.05,9.06,111.5,109,98.5,100,10.1,8.3,4.8,4.7,14.9,13,1714.668943,1715.401841,80,68,1.1,12,0
North Carolina,Notre Dame,29.82,16.6,124.4,120.6,94.6,104,11.45,10.75,111.7,111.3,100.2,100.5,13.8,6.6,4.8,4.4,18.7,11,1720.563026,1631.590901,88,74,13.22,14,0
Virginia,Syracuse,29.64,18.57,120.6,112.7,91,94.1,12.67,10.21,112.1,110.9,99.5,100.7,3.4,1.5,15.2,9.5,18.6,11,1704.030434,1612.645235,62,68,11.07,-6,1
Villanova,Oklahoma,32.01,23.78,122.8,117.9,90.8,94.1,10.74,13.05,110.5,111.5,99.7,98.5,8.9,10.1,11,4.8,19.9,14.9,1759.126878,1714.668943,95,51,8.23,44,0
Syracuse,North Carolina,18.57,29.82,112.7,124.4,94.1,94.6,10.21,11.45,110.9,111.7,100.7,100.2,1.5,13.8,9.5,4.8,11,18.7,1612.645235,1720.563026,66,83,-11.25,-17,1
Villanova,North Carolina,32.01,29.82,122.8,124.4,90.8,94.6,10.74,11.45,110.5,111.7,99.7,100.2,8.9,13.8,11,4.8,19.9,18.7,1759.126878,1720.563026,77,74,2.19,3,0
Villanova,Mount St. Mary's,29.88,-3.86,122.4,99.5,92.5,103.4,9.33,-4.49,109.8,102,100.5,106.5,11.9,-3.3,8.4,1.4,20.3,-1.9,1761.430956,1503.674817,76,56,33.74,20,0
Troy,Duke,2.04,24.17,109.7,121,107.6,96.8,-2.86,11.43,102.4,111,105.3,99.6,3.4,11.8,-1.4,5.9,2,17.7,1522.32279,1687.826004,65,87,-22.13,-22,1
Baylor,New Mexico St.,24.23,7.89,117.1,110.5,92.9,102.6,13.08,-4.52,111.7,101,98.6,105.6,7.9,3,7.1,0.8,15.1,3.9,1744.249837,1703.377641,91,73,16.34,18,0
Florida,East Tennessee St.,27.5,11.1,116.9,108,89.5,96.9,12.46,-1.17,110.3,105.4,97.8,106.6,8.5,2.4,9.6,3.7,18.1,6.1,1700.154032,1667.082843,80,65,16.4,15,0
UNC Wilmington,Virginia,12.46,24.29,118,112.2,105.5,88,0.4,11.68,105.1,111.5,104.7,99.8,8,5.8,-0.4,11.4,7.6,17.2,1713.427358,1652.529779,71,76,-11.83,-5,1
USC,SMU,13.45,24.73,114.2,119.8,100.7,95,5.49,3.25,108.8,105.3,103.3,102.1,6.2,10.3,1.6,5.2,7.8,15.5,1688.802276,1704.994929,66,65,-11.28,1,0
Marquette,South Carolina,16.58,20.8,120.8,108.9,104.2,88.1,9.03,10.63,109.1,110.2,100.1,99.5,9.8,2,1,9.4,10.8,11.4,1578.848773,1667.978677,73,93,-4.22,-20,1
Wisconsin,Virginia Tech,22.99,13.8,115.1,117.3,92.1,103.5,10,8.23,110.6,110,100.6,101.7,6.7,7.8,8.3,1,15,8.8,1659.687306,1619.776121,84,74,9.19,10,0
Gonzaga,South Dakota St.,32.05,-1.19,118.4,110.2,86.3,111.4,2.99,-0.59,106.2,104.9,103.3,105.5,10.8,3.1,9.5,-4.1,20.4,-1,1815.293552,1488.116251,66,46,33.24,20,0
Arizona,North Dakota,23.31,0.04,118.4,103.6,95.1,103.5,7.13,-5.66,108.7,103,101.5,108.6,8.8,1.2,5.9,0.2,14.7,1.4,1746.151963,1584.495003,100,82,23.27,18,0
Florida St.,Florida Gulf Coast,20.06,5.07,115.5,109.4,95.5,104.4,8.82,-4.8,110.6,103.7,101.8,108.5,7.6,3.9,6.3,1.5,13.9,5.4,1697.904052,1651.296357,86,80,14.99,6,0
Bucknell,West Virginia,9.38,27.17,109.7,116.5,100.3,89.4,-3.62,10.84,101.4,110.1,105,99.2,2.8,8.2,2.4,9.4,5.2,17.6,1638.62814,1675.098188,80,86,-17.79,-6,1
Notre Dame,Princeton,19.74,12.61,118.1,109,98.4,96.4,10.24,-1.08,110.1,103.9,99.8,105,9.8,3.9,4.1,4.4,13.9,8.3,1675.488729,1618.572791,60,58,7.13,2,0
Xavier,Maryland,16.7,14.34,115.7,113.1,99,98.7,11.73,7.74,111.2,108.3,99.5,100.6,6.8,4.7,3.6,4.2,10.4,8.9,1630.849719,1678.920961,76,65,2.36,11,0
Saint Mary's,VCU,23.67,14.07,118.7,110.1,95,96,0.41,3.65,104.3,105.8,103.9,102.2,10.9,3.5,5.7,6.2,16.6,9.7,1741.295452,1673.021122,85,77,9.6,8,0
Northwestern,Vanderbilt,15.81,16.53,111.3,112.4,95.5,95.9,8.32,11.43,109,110.1,100.7,98.7,3.6,5.5,5.8,4.7,9.4,10.2,1627.794535,1552.396986,68,66,-0.72,2,0
Kansas,UC Davis,27.45,-4.41,121.9,97.8,94.5,102.2,12.43,-5.31,111.2,100.8,98.8,106.1,12.1,-3.4,6.3,0.5,18.4,-2.9,1744.35785,1555.846046,100,62,31.86,38,0
Louisville,Jacksonville St.,25.51,0.63,117.2,105.8,91.7,105.2,11.14,-1.68,111.6,104.2,100.5,105.9,7.9,1,9.9,-1.2,17.8,-0.2,1695.597444,1527.4209,78,63,24.88,15,0
Oregon,Iona,25.02,4.2,118.2,110.8,93.2,106.6,8.05,-1.94,109.2,103.7,101.2,105.7,10.7,4.3,6.8,-3.2,17.4,1.2,1735.01156,1583.049723,93,77,20.82,16,0
Vermont,Purdue,11.67,23.12,111.1,117,99.4,93.9,-4.42,9,103,109.6,107.4,100.6,4.7,8.9,4.3,7.2,9,16.1,1670.272985,1679.404396,70,80,-11.45,-10,1
Iowa St.,Nevada,23.45,13.31,119.7,114.6,96.3,101.3,14.05,1.29,112.6,104.5,98.6,103.2,9.6,7.4,5.1,1.6,14.7,9,1624.336491,1681.572672,84,73,10.14,11,0
Rhode Island,Creighton,16.26,18.83,111.5,115.3,95.2,96.5,4.27,8.97,106.8,110.3,102.5,101.3,4.8,8.1,5.6,3.9,10.4,12,1629.682826,1691.22859,84,72,-2.57,12,0
Michigan,Oklahoma St.,23.05,22.48,122.3,126,99.2,103.5,10.76,14.42,110.3,112,99.5,97.6,11.6,11.1,3.9,1.3,15.6,12.4,1626.486095,1605.643167,92,91,0.57,1,0
Miami FL,Michigan St.,15.03,15.51,109.9,111.4,94.9,95.9,9.39,10.99,110.7,110.6,101.3,99.6,4.5,4.6,6.2,5.1,10.7,9.7,1599.954628,1581.142513,58,78,-0.48,-20,1
North Carolina,Texas Southern,28.22,-4.04,120.7,103.5,92.5,107.5,12.49,-8.49,112,100.2,99.5,108.7,11.3,1.3,8.2,-2.2,19.4,-0.9,1720.661368,1571.483452,103,64,32.26,39,0
Kentucky,Northern Kentucky,27.72,1.91,119.1,106.8,91.4,104.9,10.98,-3.35,110.5,102.9,99.5,106.3,9.6,0.5,7.9,-0.7,17.5,-0.2,1734.315404,1588.987442,79,70,25.81,9,0
Kent St.,UCLA,1.68,23.63,104.9,124,103.3,100.4,-1.92,5.17,104.4,108,106.3,102.8,0.7,14.4,0.7,2.4,1.4,16.8,1536.631108,1739.887504,80,97,-21.95,-17,1
Butler,Winthrop,20.76,4.53,117.7,106.1,97,101.6,10.81,-7.13,110.8,100.7,100,107.8,8.6,1.5,4.7,2.3,13.3,3.7,1696.217821,1665.689931,76,64,16.23,12,0
Minnesota,Middle Tennessee,16,14.95,109.7,112.2,93.7,97.2,8.09,-0.93,108.9,104.4,100.8,105.3,2.5,4.9,7.3,4.5,9.8,9.5,1679.316105,1730.505633,72,81,1.05,-9,1
Kansas St.,Cincinnati,17.44,22.18,113,114.9,95.6,92.8,11.56,4.17,110.6,107.1,99,103,5.1,7,5.1,7.8,10.2,14.8,1611.610353,1727.081834,61,75,-4.74,-14,1
Wichita St.,Dayton,26.14,15.57,118.7,111.9,92.6,96.3,1.5,3.64,105,105.9,103.5,102.3,7.2,4.6,8.5,5.6,15.7,10.2,1701.529561,1659.873497,64,58,10.57,6,0
Arkansas,Seton Hall,16.25,13.63,116.1,109.4,99.8,95.8,8.37,9.65,108.6,110.2,100.2,100.6,6.5,4.1,3.1,4.3,9.6,8.4,1676.478809,1587.94958,77,71,2.62,6,0
Wisconsin,Villanova,22.99,29.88,115.1,122.4,92.1,92.5,10,9.33,110.6,109.8,100.6,100.5,6.7,11.9,8.3,8.4,15,20.3,1659.687306,1761.430956,65,62,-6.89,3,0
Duke,South Carolina,24.17,20.8,121,108.9,96.8,88.1,11.43,10.63,111,110.2,99.6,99.5,11.8,2,5.9,9.4,17.7,11.4,1687.826004,1667.978677,81,88,3.37,-7,1
USC,Baylor,13.45,24.23,114.2,117.1,100.7,92.9,5.49,13.08,108.8,111.7,103.3,98.6,6.2,7.9,1.6,7.1,7.8,15.1,1688.802276,1744.249837,78,82,-10.78,-4,1
Virginia,Florida,24.29,27.5,112.2,116.9,88,89.5,11.68,12.46,111.5,110.3,99.8,97.8,5.8,8.5,11.4,9.6,17.2,18.1,1652.529779,1700.154032,39,65,-3.21,-26,1
Gonzaga,Northwestern,32.05,15.81,118.4,111.3,86.3,95.5,2.99,8.32,106.2,109,103.3,100.7,10.8,3.6,9.5,5.8,20.4,9.4,1815.293552,1627.794535,79,73,16.24,6,0
Arizona,Saint Mary's,23.31,23.67,118.4,118.7,95.1,95,7.13,0.41,108.7,104.3,101.5,103.9,8.8,10.9,5.9,5.7,14.7,16.6,1746.151963,1741.295452,69,60,-0.36,9,0
Xavier,Florida St.,16.7,20.06,115.7,115.5,99,95.5,11.73,8.82,111.2,110.6,99.5,101.8,6.8,7.6,3.6,6.3,10.4,13.9,1630.849719,1697.904052,91,66,-3.36,25,0
Notre Dame,West Virginia,19.74,27.17,118.1,116.5,98.4,89.4,10.24,10.84,110.1,110.1,99.8,99.2,9.8,8.2,4.1,9.4,13.9,17.6,1675.488729,1675.098188,71,83,-7.43,-12,1
Kansas,Michigan St.,27.45,15.51,121.9,111.4,94.5,95.9,12.43,10.99,111.2,110.6,98.8,99.6,12.1,4.6,6.3,5.1,18.4,9.7,1744.35785,1581.142513,90,70,11.94,20,0
Michigan,Louisville,23.05,25.51,122.3,117.2,99.2,91.7,10.76,11.14,110.3,111.6,99.5,100.5,11.6,7.9,3.9,9.9,15.6,17.8,1626.486095,1695.597444,73,69,-2.46,4,0
Oregon,Rhode Island,25.02,16.26,118.2,111.5,93.2,95.2,8.05,4.27,109.2,106.8,101.2,102.5,10.7,4.8,6.8,5.6,17.4,10.4,1735.01156,1629.682826,75,72,8.76,3,0
Iowa St.,Purdue,23.45,23.12,119.7,117,96.3,93.9,14.05,9,112.6,109.6,98.6,100.6,9.6,8.9,5.1,7.2,14.7,16.1,1624.336491,1679.404396,76,80,0.33,-4,1
Arkansas,North Carolina,16.25,28.22,116.1,120.7,99.8,92.5,8.37,12.49,108.6,112,100.2,99.5,6.5,11.3,3.1,8.2,9.6,19.4,1676.478809,1720.661368,65,72,-11.97,-7,1
Wichita St.,Kentucky,26.14,27.72,118.7,119.1,92.6,91.4,1.5,10.98,105,110.5,103.5,99.5,7.2,9.6,8.5,7.9,15.7,17.5,1701.529561,1734.315404,62,65,-1.58,-3,1
Cincinnati,UCLA,22.18,23.63,114.9,124,92.8,100.4,4.17,5.17,107.1,108,103,102.8,7,14.4,7.8,2.4,14.8,16.8,1727.081834,1739.887504,67,79,-1.45,-12,1
Butler,Middle Tennessee,20.76,14.95,117.7,112.2,97,97.2,10.81,-0.93,110.8,104.4,100,105.3,8.6,4.9,4.7,4.5,13.3,9.5,1696.217821,1730.505633,74,65,5.81,9,0
Wisconsin,Florida,22.99,27.5,115.1,116.9,92.1,89.5,10,12.46,110.6,110.3,100.6,97.8,6.7,8.5,8.3,9.6,15,18.1,1659.687306,1700.154032,83,84,-4.51,-1,1
Baylor,South Carolina,24.23,20.8,117.1,108.9,92.9,88.1,13.08,10.63,111.7,110.2,98.6,99.5,7.9,2,7.1,9.4,15.1,11.4,1744.249837,1667.978677,50,70,3.43,-20,1
Gonzaga,West Virginia,32.05,27.17,118.4,116.5,86.3,89.4,2.99,10.84,106.2,110.1,103.3,99.2,10.8,8.2,9.5,9.4,20.4,17.6,1815.293552,1675.098188,61,58,4.88,3,0
Arizona,Xavier,23.31,16.7,118.4,115.7,95.1,99,7.13,11.73,108.7,111.2,101.5,99.5,8.8,6.8,5.9,3.6,14.7,10.4,1746.151963,1630.849719,71,73,6.61,-2,1
Purdue,Kansas,23.12,27.45,117,121.9,93.9,94.5,9,12.43,109.6,111.2,100.6,98.8,8.9,12.1,7.2,6.3,16.1,18.4,1679.404396,1744.35785,66,98,-4.33,-32,1
Michigan,Oregon,23.05,25.02,122.3,118.2,99.2,93.2,10.76,8.05,110.3,109.2,99.5,101.2,11.6,10.7,3.9,6.8,15.6,17.4,1626.486095,1735.01156,68,69,-1.97,-1,1
North Carolina,Butler,28.22,20.76,120.7,117.7,92.5,97,12.49,10.81,112,110.8,99.5,100,11.3,8.6,8.2,4.7,19.4,13.3,1720.661368,1696.217821,92,80,7.46,12,0
UCLA,Kentucky,23.63,27.72,124,119.1,100.4,91.4,5.17,10.98,108,110.5,102.8,99.5,14.4,9.6,2.4,7.9,16.8,17.5,1739.887504,1734.315404,75,86,-4.09,-11,1
Florida,South Carolina,27.5,20.8,116.9,108.9,89.5,88.1,12.46,10.63,110.3,110.2,97.8,99.5,8.5,2,9.6,9.4,18.1,11.4,1700.154032,1667.978677,70,77,6.7,-7,1
Xavier,Gonzaga,16.7,32.05,115.7,118.4,99,86.3,11.73,2.99,111.2,106.2,99.5,103.3,6.8,10.8,3.6,9.5,10.4,20.4,1630.849719,1815.293552,59,83,-15.35,-24,1
Oregon,Kansas,25.02,27.45,118.2,121.9,93.2,94.5,8.05,12.43,109.2,111.2,101.2,98.8,10.7,12.1,6.8,6.3,17.4,18.4,1735.01156,1744.35785,74,60,-2.43,14,0
North Carolina,Kentucky,28.22,27.72,120.7,119.1,92.5,91.4,12.49,10.98,112,110.5,99.5,99.5,11.3,9.6,8.2,7.9,19.4,17.5,1720.661368,1734.315404,75,73,0.5,2,0
South Carolina,Gonzaga,20.8,32.05,108.9,118.4,88.1,86.3,10.63,2.99,110.2,106.2,99.5,103.3,2,10.8,9.4,9.5,11.4,20.4,1667.978677,1815.293552,73,77,-11.25,-4,1
Oregon,North Carolina,25.02,28.22,118.2,120.7,93.2,92.5,8.05,12.49,109.2,112,101.2,99.5,10.7,11.3,6.8,8.2,17.4,19.4,1735.01156,1720.661368,76,77,-3.2,-1,1
North Carolina,Gonzaga,28.22,32.05,120.7,118.4,92.5,86.3,12.49,2.99,112,106.2,99.5,103.3,11.3,10.8,8.2,9.5,19.4,20.4,1720.661368,1815.293552,71,65,-3.83,6,0
UMBC,Virginia,0.5,29.53,103.1,115.2,102.6,85.6,-4.38,9.24,102.7,110,107.1,100.7,-0.2,7,0.9,13.2,0.7,20.2,1576.007687,1779.198444,74,54,-29.03,20,0
Cincinnati,Georgia St.,26.6,6.92,113.4,108.8,86.8,101.9,3.46,-2.51,106.9,103.4,103.4,105.9,6.3,2,12.2,2.4,18.5,4.4,1741.169896,1591.461014,68,53,19.68,15,0
Wright St.,Tennessee,2.89,22.27,100.6,114.6,97.7,92.4,-3.79,11.01,102.7,111.2,106.5,100.2,-2.9,6,4.6,8.3,1.7,14.4,1620.398623,1677.563896,47,73,-19.38,-26,1
Arizona,Buffalo,17.7,11.53,118,114.7,100.4,103.2,5.96,-0.06,108.5,105.1,102.5,105.2,9.4,5.3,2.5,1.4,11.9,6.7,1667.338027,1664.693973,68,89,6.17,-21,1
Davidson,Kentucky,14.7,20.44,117,115.8,102.3,95.4,2.11,10.91,105.6,110.8,103.5,99.8,8.9,7,1.7,5.9,10.7,12.9,1563.710209,1685.371382,73,78,-5.74,-5,1
Miami FL,Loyola Chicago,15.43,16.39,112.9,111.4,97.4,95,8.08,2.48,109.1,104.8,101,102.3,4.9,4.6,5.7,5,10.6,9.6,1641.607523,1712.591548,62,64,-0.96,-2,1
Texas,Nevada,15.43,18.39,109.5,120.2,94.1,101.8,11.77,5.13,111.4,107,99.6,101.8,3.2,9.4,6.8,1.7,10,11.2,1580.082568,1717.431525,83,87,-2.96,-4,1
Kansas St.,Creighton,14.77,16.91,110.1,115.5,95.3,98.6,9.39,9.4,111,110.8,101.6,101.4,3.5,8.1,5.7,4.1,9.2,12.2,1617.535499,1619.351369,69,59,-2.14,10,0
Xavier,Texas Southern,21.51,-6.65,120.1,104.6,98.6,111.2,9.35,-6.3,109.9,101,100.6,107.3,10.5,0.7,4.2,-4.3,14.7,-3.6,1730.861294,1427.253974,102,83,28.16,19,0
Lipscomb,North Carolina,0.43,23.59,103.2,120.3,102.8,96.7,-4.31,13.26,103.2,111.6,107.5,98.3,-0.8,10.3,0.5,5.8,-0.2,16.1,1604.523013,1684.510285,66,84,-23.16,-18,1
Michigan,Montana,24.2,10.4,114.7,108.8,90.5,98.4,10.32,-1.96,111.4,104,101.1,106,6.5,1.2,8.5,2.5,15.1,3.7,1705.752713,1640.182806,61,47,13.8,14,0
